transaction_id,customer_id,product_id,price,timestamp
158,187,72,97.08,2025-08-01 04:17:16.365919
159,416,178,140.45,2025-08-17 19:45:16.365919
160,110,196,108.4,2025-05-16 02:50:16.365919
161,109,207,97.84,2025-08-11 14:17:16.365919
162,206,221,48.85,2025-08-29 13:26:16.365919
163,241,152,140.03,2025-07-01 03:42:16.365919
164,321,238,36.63,2025-07-05 02:57:16.365919
165,241,69,90.52,2025-09-01 01:19:16.365919
166,117,134,27.94,2025-08-07 22:47:16.365919
167,465,185,134.9,2025-08-31 03:29:16.365919
168,432,24,124.97,2025-06-17 19:46:16.365919
169,96,188,119.62,2025-05-20 06:31:16.365919
170,13,136,155.25,2025-05-20 09:25:16.365919
171,451,113,59.28,2025-07-25 12:45:16.365919
172,320,241,47.17,2025-05-17 07:16:16.365919
173,428,59,64.13,2025-06-25 10:36:16.365919
174,291,78,28.28,2025-06-18 07:59:16.365919
175,407,91,65.2,2025-09-02 01:02:16.365919
176,96,141,32.72,2025-08-30 01:16:16.365919
177,121,68,67.93,2025-08-02 02:01:16.365919
178,52,69,121.65,2025-07-23 05:40:16.365919
179,89,44,124.76,2025-06-25 20:15:16.365919
180,109,83,6.99,2025-07-18 03:35:16.365919
181,312,78,20.57,2025-09-02 12:49:16.365919
182,97,61,101.77,2025-07-03 20:30:16.365919
183,497,180,74.85,2025-08-02 06:24:16.365919
184,77,37,90.13,2025-08-06 17:44:16.365919
185,442,10,96.49,2025-05-31 12:47:16.365919
186,239,63,40.85,2025-06-28 15:38:16.365919
187,197,163,105.49,2025-06-24 09:21:16.365919
188,10,205,62.78,2025-05-28 09:01:16.365919
189,135,114,14.93,2025-08-02 21:03:16.365919
190,414,72,80.86,2025-07-12 14:46:16.365919
191,288,89,159.53,2025-08-20 23:06:16.365919
192,485,33,110.43,2025-05-26 11:56:16.365919
193,417,92,85.25,2025-07-20 04:51:16.365919
194,242,74,96.84,2025-07-01 15:06:16.365919
195,271,64,184.74,2025-07-16 07:42:16.365919
196,261,19,139.38,2025-07-27 01:28:16.365919
197,282,95,75.29,2025-07-30 21:57:16.365919
198,410,17,167.14,2025-08-26 12:36:16.365919
199,271,165,148.56,2025-07-22 18:05:16.365919
200,221,247,106.01,2025-08-02 21:34:16.365919
201,339,118,19.3,2025-05-14 03:07:16.365919
202,236,138,32.21,2025-08-12 03:00:16.365919
203,484,57,202.93,2025-08-09 13:33:16.365919
204,453,248,29.75,2025-07-05 09:40:16.365919
205,248,160,136.2,2025-08-28 14:05:16.365919
206,110,61,78.63,2025-07-18 06:34:16.365919
207,198,139,46.95,2025-08-24 18:56:16.365919
208,21,180,64.04,2025-08-23 02:41:16.365919
209,257,140,132.14,2025-06-24 23:09:16.365919
210,413,179,87.83,2025-08-16 05:10:16.365919
211,225,156,121.36,2025-06-14 00:08:16.365919
212,54,180,71.4,2025-05-23 09:36:16.365919
213,500,76,113.95,2025-05-31 19:06:16.365919
214,492,98,52.2,2025-06-26 07:33:16.365919
215,208,245,186.69,2025-08-25 15:19:16.365919
216,398,243,72.88,2025-07-02 21:53:16.365919
217,225,48,108.67,2025-08-05 17:18:16.365919
218,292,3,167.4,2025-07-23 12:03:16.365919
219,136,46,133.59,2025-06-21 21:23:16.365919
220,147,57,212.79,2025-05-18 21:27:16.365919
221,408,117,43.45,2025-08-06 23:34:16.365919
222,259,14,13.02,2025-06-29 11:16:16.365919
223,68,78,22.4,2025-08-29 09:50:16.365919
224,410,122,74.64,2025-08-11 13:47:16.365919
225,87,89,183.74,2025-07-16 17:46:16.365919
226,339,99,88.38,2025-07-19 13:43:16.365919
227,276,63,48.04,2025-09-03 00:31:16.365919
228,244,101,123.73,2025-07-17 00:53:16.365919
229,154,102,83.42,2025-05-12 20:50:16.365919
230,58,213,102.06,2025-06-24 04:36:16.365919
231,471,195,169.78,2025-08-09 03:25:16.365919
232,230,30,148.08,2025-08-25 07:01:16.365919
233,287,50,129.96,2025-05-26 15:21:16.365919
234,472,97,186.47,2025-09-01 00:04:16.365919
235,252,37,74.89,2025-07-02 15:48:16.365919
236,115,160,114.39,2025-06-06 02:57:16.365919
237,435,14,10.49,2025-06-04 21:13:16.365919
238,265,222,38.16,2025-06-10 10:17:16.365919
239,11,183,110.09,2025-08-23 19:44:16.365919
240,100,202,21.32,2025-07-28 05:37:16.365919
241,251,185,131.5,2025-08-12 01:50:16.365919
242,2,3,191.13,2025-05-08 23:36:16.365919
243,131,26,85.08,2025-08-17 00:08:16.365919
244,166,201,174.55,2025-06-22 13:36:16.365919
245,355,227,99.61,2025-07-12 01:37:16.365919
246,141,198,162.12,2025-06-30 12:53:16.365919
247,440,219,35.62,2025-05-18 11:15:16.365919
248,213,140,143.75,2025-07-19 07:34:16.365919
249,264,152,151.97,2025-05-31 19:20:16.365919
250,347,186,81.41,2025-08-07 03:40:16.365919
251,470,62,189.36,2025-08-24 04:24:16.365919
252,432,180,63.85,2025-06-06 22:24:16.365919
253,240,68,66.95,2025-05-13 13:45:16.365919
254,9,162,34.4,2025-07-09 04:14:16.365919
255,217,62,153.07,2025-07-10 15:18:16.365919
256,438,41,165.69,2025-08-09 00:35:16.365919
257,89,138,34.26,2025-09-01 07:06:16.365919
258,75,233,185.32,2025-05-11 11:21:16.365919
259,459,25,184.79,2025-07-23 03:01:16.365919
260,214,213,86.84,2025-07-31 01:15:16.365919
261,301,6,178.06,2025-07-24 01:35:16.365919
262,490,189,131.73,2025-05-12 20:59:16.365919
263,439,32,115.71,2025-06-03 15:08:16.365919
264,28,111,190.5,2025-09-02 22:09:16.365919
265,437,184,131.31,2025-06-09 15:28:16.365919
266,199,113,49.9,2025-06-16 05:54:16.365919
267,30,48,125.05,2025-07-02 18:42:16.365919
268,446,240,142.6,2025-08-26 00:24:16.365919
269,179,118,19.46,2025-08-05 23:10:16.365919
270,412,212,158.75,2025-05-10 06:37:16.365919
271,387,224,121.17,2025-06-01 05:18:16.365919
272,265,48,122.02,2025-08-21 19:38:16.365919
273,139,193,38.12,2025-08-16 15:32:16.365919
274,1,81,93.1,2025-07-13 12:07:16.365919
275,24,194,109.54,2025-06-17 15:21:16.365919
276,160,73,28.09,2025-06-10 08:55:16.365919
277,494,217,132.39,2025-07-26 23:34:16.365919
278,124,198,158.96,2025-05-22 10:36:16.365919
279,186,129,64.34,2025-05-26 14:28:16.365919
280,175,149,54.41,2025-07-07 10:12:16.365919
281,442,52,94.82,2025-07-29 10:09:16.365919
282,339,218,92.67,2025-07-23 04:22:16.365919
283,127,57,175.4,2025-07-28 06:42:16.365919
284,292,217,135.23,2025-06-29 07:02:16.365919
285,362,150,159.21,2025-08-04 21:19:16.365919
286,458,92,92.78,2025-08-20 06:58:16.365919
287,353,186,89.83,2025-08-17 14:55:16.365919
288,65,173,171.61,2025-05-15 15:12:16.365919
289,487,48,94.38,2025-07-17 13:31:16.365919
290,280,38,47.48,2025-06-23 23:33:16.365919
291,215,70,94.83,2025-06-18 19:31:16.365919
292,236,146,199.04,2025-05-17 06:49:16.365919
293,216,142,52.27,2025-06-22 02:30:16.365919
294,105,178,172.74,2025-06-05 23:15:16.365919
295,88,217,138.75,2025-07-17 12:04:16.365919
296,217,157,204.88,2025-06-16 07:57:16.365919
297,244,75,111.47,2025-08-12 20:01:16.365919
298,162,239,60.21,2025-07-03 06:03:16.365919
299,225,242,149.8,2025-05-10 10:09:16.365919
300,486,223,126.83,2025-07-07 19:37:16.365919
301,373,111,178.43,2025-06-27 18:15:16.365919
302,330,49,89.41,2025-05-20 00:37:16.365919
303,414,143,204.28,2025-07-22 09:32:16.365919
304,488,149,46.37,2025-08-28 01:31:16.365919
305,32,89,178.41,2025-06-20 22:47:16.365919
306,296,223,136.86,2025-07-30 09:17:16.365919
307,377,232,200.02,2025-06-10 23:50:16.365919
308,222,129,50.81,2025-06-06 16:40:16.365919
309,441,67,109.45,2025-07-08 10:56:16.365919
310,230,52,95.98,2025-08-13 12:25:16.365919
311,459,27,11.32,2025-08-06 18:17:16.365919
312,199,187,112.75,2025-08-23 13:20:16.365919
313,121,210,170.12,2025-07-21 09:59:16.365919
314,143,20,111.38,2025-07-21 19:10:16.365919
315,474,238,42.18,2025-06-04 00:23:16.365919
316,95,158,185.85,2025-09-03 04:24:16.365919
317,246,241,33.97,2025-08-08 21:48:16.365919
318,479,173,187.53,2025-06-27 11:19:16.365919
319,147,60,75.63,2025-07-29 07:11:16.365919
320,147,87,61.38,2025-05-21 07:38:16.365919
321,454,118,24.14,2025-07-15 03:53:16.365919
322,274,1,114.38,2025-06-19 15:04:16.365919
323,458,91,67.19,2025-07-31 09:51:16.365919
324,140,173,153.37,2025-08-09 09:36:16.365919
325,139,19,149.62,2025-08-25 18:58:16.365919
326,368,89,190.06,2025-06-07 05:11:16.365919
327,460,100,89.95,2025-07-06 02:29:16.365919
328,176,9,116.2,2025-08-09 04:28:16.365919
329,314,211,118.6,2025-08-30 01:20:16.365919
330,417,128,140.86,2025-09-02 18:26:16.365919
331,477,53,106.8,2025-06-06 02:44:16.365919
332,87,200,205.44,2025-08-15 06:54:16.365919
333,210,229,19.39,2025-06-16 13:48:16.365919
334,148,24,138.73,2025-06-07 01:42:16.365919
335,410,74,82.1,2025-07-26 13:50:16.365919
336,11,65,74.61,2025-06-18 09:12:16.365919
337,93,88,50.04,2025-08-10 00:31:16.365919
338,439,119,22.67,2025-08-03 09:50:16.365919
339,349,195,143.15,2025-06-11 19:57:16.365919
340,125,205,58.4,2025-05-29 11:01:16.365919
341,204,69,120.18,2025-09-01 18:26:16.365919
342,474,228,111.07,2025-07-13 23:22:16.365919
343,124,157,172.8,2025-05-30 11:00:16.365919
344,492,80,61.99,2025-08-27 11:03:16.365919
345,233,39,163.18,2025-06-17 23:09:16.365919
346,1,245,134.92,2025-06-21 22:30:16.365919
347,409,203,33.62,2025-07-09 11:31:16.365919
348,180,242,208.76,2025-07-21 12:59:16.365919
349,60,141,37.53,2025-05-09 22:05:16.365919
350,180,51,10.05,2025-08-09 19:44:16.365919
351,80,207,85.67,2025-05-29 08:30:16.365919
352,127,42,98.45,2025-09-02 01:14:16.365919
353,230,69,88.63,2025-08-01 10:09:16.365919
354,259,23,107.11,2025-07-27 02:35:16.365919
355,124,206,98.06,2025-06-27 23:22:16.365919
356,272,57,165.63,2025-08-16 23:37:16.365919
357,198,149,60.33,2025-07-18 01:04:16.365919
358,396,188,113.14,2025-05-08 22:09:16.365919
359,59,225,161.88,2025-05-20 04:23:16.365919
360,95,14,13.61,2025-08-15 01:22:16.365919
361,95,103,100.52,2025-07-22 00:54:16.365919
362,434,249,4.61,2025-08-11 16:10:16.365919
363,135,167,170.84,2025-06-14 02:24:16.365919
364,3,109,104.37,2025-07-08 20:47:16.365919
365,491,92,95.66,2025-07-04 02:53:16.365919
366,346,154,150.32,2025-05-21 13:04:16.365919
367,317,78,26.78,2025-06-04 21:15:16.365919
368,432,192,116.66,2025-08-08 15:33:16.365919
369,202,104,160.87,2025-06-19 03:37:16.365919
370,219,57,201.86,2025-07-20 03:28:16.365919
371,317,246,62.59,2025-08-14 17:39:16.365919
372,46,216,206.69,2025-06-04 22:22:16.365919
373,104,104,185.65,2025-05-21 18:34:16.365919
374,76,10,98.9,2025-07-29 13:51:16.365919
375,480,42,78.93,2025-06-07 18:25:16.365919
376,337,214,192.88,2025-05-15 19:14:16.365919
377,114,18,101.49,2025-07-13 16:36:16.365919
378,53,175,150.01,2025-05-26 14:28:16.365919
379,214,55,144.84,2025-08-04 05:38:16.365919
380,427,111,220.71,2025-05-25 04:01:16.365919
381,128,14,14.91,2025-07-20 16:01:16.365919
382,196,245,156.44,2025-07-11 09:15:16.365919
383,72,42,88.9,2025-05-15 13:27:16.365919
384,301,47,116.93,2025-08-19 15:16:16.365919
385,406,230,162.36,2025-06-19 09:07:16.365919
386,309,54,108.12,2025-06-11 01:37:16.365919
387,194,120,126.75,2025-05-14 21:54:16.365919
388,403,78,21.73,2025-06-15 01:34:16.365919
389,222,76,102.75,2025-08-15 23:58:16.365919
390,321,147,79.59,2025-06-02 20:09:16.365919
391,258,86,98.33,2025-05-31 21:59:16.365919
392,40,220,80.0,2025-05-19 22:46:16.365919
393,258,217,122.94,2025-08-02 18:10:16.365919
394,28,104,180.27,2025-06-30 09:44:16.365919
395,25,249,5.86,2025-05-23 17:38:16.365919
396,413,172,184.89,2025-06-15 14:23:16.365919
397,465,83,8.07,2025-06-17 16:07:16.365919
398,161,65,96.55,2025-05-21 14:14:16.365919
399,463,92,109.76,2025-08-02 23:07:16.365919
400,403,48,96.26,2025-07-13 11:09:16.365919
401,434,105,142.46,2025-07-07 10:41:16.365919
402,94,61,77.66,2025-08-25 23:12:16.365919
403,52,120,96.19,2025-07-26 01:30:16.365919
404,79,81,68.21,2025-05-15 06:50:16.365919
405,339,54,113.25,2025-06-07 15:23:16.365919
406,129,1,135.55,2025-08-03 20:21:16.365919
407,7,246,65.49,2025-08-19 21:45:16.365919
408,285,68,66.64,2025-06-23 15:43:16.365919
409,367,52,92.13,2025-08-06 10:12:16.365919
410,210,19,114.6,2025-05-20 15:26:16.365919
411,307,217,154.47,2025-07-14 05:47:16.365919
412,91,199,153.35,2025-06-23 23:38:16.365919
413,433,150,188.02,2025-07-28 22:32:16.365919
414,425,216,225.32,2025-06-25 19:08:16.365919
415,337,51,10.24,2025-08-26 15:28:16.365919
416,321,87,57.28,2025-06-03 18:05:16.365919
417,64,28,34.37,2025-06-15 00:13:16.365919
418,185,205,58.85,2025-05-23 02:18:16.365919
419,155,224,113.98,2025-06-22 15:14:16.365919
420,226,210,119.23,2025-07-27 12:44:16.365919
421,14,82,142.92,2025-06-13 01:15:16.365919
422,211,21,124.57,2025-08-11 06:29:16.365919
423,297,6,165.88,2025-07-28 22:26:16.365919
424,406,151,192.38,2025-07-05 14:18:16.365919
425,123,218,93.29,2025-08-16 08:00:16.365919
426,30,66,113.8,2025-05-14 02:27:16.365919
427,481,31,80.95,2025-08-28 11:10:16.365919
428,381,165,139.52,2025-08-10 02:36:16.365919
429,381,35,68.28,2025-05-12 05:35:16.365919
430,54,231,96.15,2025-07-21 08:07:16.365919
431,436,16,76.31,2025-06-08 20:11:16.365919
432,45,210,131.45,2025-05-06 08:53:16.365919
433,333,246,89.66,2025-05-27 15:32:16.365919
434,490,108,133.27,2025-08-08 00:58:16.365919
435,49,24,128.84,2025-08-06 22:31:16.365919
436,472,156,129.3,2025-07-19 06:33:16.365919
437,43,138,29.97,2025-06-18 14:34:16.365919
438,500,247,103.86,2025-08-26 21:37:16.365919
439,236,148,6.8,2025-06-12 23:33:16.365919
440,490,15,41.34,2025-06-22 09:58:16.365919
441,481,104,174.7,2025-05-16 08:53:16.365919
442,246,75,99.86,2025-07-19 16:37:16.365919
443,1,243,83.03,2025-08-24 05:18:16.365919
444,144,147,85.16,2025-06-27 21:06:16.365919
445,226,165,153.08,2025-05-29 17:38:16.365919
446,423,118,19.64,2025-08-20 18:41:16.365919
447,79,239,52.85,2025-08-02 08:26:16.365919
448,166,218,80.88,2025-07-09 08:45:16.365919
449,253,43,147.54,2025-08-17 02:08:16.365919
450,120,200,175.62,2025-07-16 09:50:16.365919
451,268,222,33.16,2025-08-08 02:51:16.365919
452,230,153,31.69,2025-07-20 20:39:16.365919
453,413,71,19.93,2025-07-13 22:46:16.365919
454,350,107,158.18,2025-06-10 10:28:16.365919
455,198,230,143.19,2025-08-26 10:59:16.365919
456,44,73,21.5,2025-06-15 15:20:16.365919
457,361,178,168.35,2025-09-03 01:35:16.365919
458,492,210,126.96,2025-07-04 14:07:16.365919
459,189,201,142.13,2025-07-23 11:30:16.365919
460,166,206,115.27,2025-06-18 10:12:16.365919
461,393,120,98.87,2025-06-05 19:50:16.365919
462,152,250,106.78,2025-08-10 19:49:16.365919
463,194,229,21.81,2025-05-24 23:12:16.365919
464,53,158,184.02,2025-05-28 20:03:16.365919
465,413,161,76.02,2025-06-10 23:18:16.365919
466,361,114,16.54,2025-08-11 18:44:16.365919
467,267,10,113.75,2025-07-18 04:20:16.365919
468,37,162,35.0,2025-06-08 13:37:16.365919
469,360,146,198.31,2025-05-20 09:03:16.365919
470,362,43,147.99,2025-05-06 16:44:16.365919
471,488,171,116.17,2025-08-27 15:37:16.365919
472,27,166,162.95,2025-07-18 01:37:16.365919
473,369,65,98.14,2025-08-08 22:11:16.365919
474,27,190,104.65,2025-06-27 02:16:16.365919
475,423,28,42.87,2025-06-04 16:05:16.365919
476,373,15,39.91,2025-05-13 16:11:16.365919
477,39,30,129.7,2025-05-19 08:45:16.365919
478,93,211,118.44,2025-06-19 07:18:16.365919
479,401,161,84.84,2025-05-31 12:15:16.365919
480,398,183,128.3,2025-08-11 13:17:16.365919
481,411,121,126.88,2025-06-20 21:24:16.365919
482,278,244,20.45,2025-05-20 21:26:16.365919
483,13,24,132.64,2025-08-25 10:19:16.365919
484,260,235,29.64,2025-06-20 03:19:16.365919
485,196,51,8.66,2025-06-26 02:23:16.365919
486,81,149,49.28,2025-07-30 10:10:16.365919
487,115,39,198.12,2025-07-04 14:42:16.365919
488,296,103,116.58,2025-05-16 19:44:16.365919
489,481,195,137.4,2025-05-11 00:09:16.365919
490,4,197,90.22,2025-06-01 13:36:16.365919
491,311,115,151.18,2025-08-13 20:24:16.365919
492,60,212,174.1,2025-08-26 15:42:16.365919
493,368,227,118.39,2025-07-03 19:05:16.365919
494,453,140,140.9,2025-06-02 00:03:16.365919
495,443,184,121.84,2025-07-03 04:54:16.365919
496,24,125,9.22,2025-07-07 22:12:16.365919
497,303,238,45.14,2025-06-22 18:48:16.365919
498,348,92,105.34,2025-05-13 07:18:16.365919
499,458,124,117.96,2025-07-12 01:39:16.365919
500,18,190,82.95,2025-06-02 16:30:16.365919
501,82,71,15.96,2025-07-18 22:23:16.365919
502,265,153,31.78,2025-07-16 08:18:16.365919
503,314,104,143.88,2025-07-13 12:22:16.365919
504,99,237,157.32,2025-05-08 18:46:16.365919
505,22,105,159.47,2025-06-27 13:13:16.365919
506,74,200,187.85,2025-05-10 09:07:16.365919
507,161,88,51.38,2025-08-21 08:46:16.365919
508,308,98,58.88,2025-08-05 19:34:16.365919
509,38,110,9.94,2025-06-06 21:20:16.365919
510,355,232,211.47,2025-08-09 03:32:16.365919
511,497,45,137.27,2025-09-01 05:53:16.365919
512,166,66,141.88,2025-08-19 12:54:16.365919
513,431,12,155.05,2025-05-31 10:39:16.365919
514,21,85,114.15,2025-08-01 17:23:16.365919
515,364,112,27.41,2025-08-20 16:10:16.365919
516,112,226,205.03,2025-05-16 15:46:16.365919
517,77,26,98.37,2025-08-18 19:03:16.365919
518,433,127,169.47,2025-07-26 13:29:16.365919
519,450,192,114.5,2025-08-02 12:08:16.365919
520,143,137,128.44,2025-08-04 01:07:16.365919
521,50,179,78.41,2025-07-04 01:30:16.365919
522,193,205,61.96,2025-06-02 23:16:16.365919
523,488,95,103.12,2025-08-29 05:51:16.365919
524,337,75,143.85,2025-07-26 04:26:16.365919
525,370,101,109.45,2025-09-03 01:31:16.365919
526,268,55,160.32,2025-07-26 10:54:16.365919
527,19,121,122.97,2025-06-13 19:10:16.365919
528,198,22,73.01,2025-05-21 08:50:16.365919
529,479,56,109.55,2025-07-16 09:35:16.365919
530,93,141,41.99,2025-05-10 09:42:16.365919
531,413,159,152.09,2025-05-17 07:18:16.365919
532,227,16,77.32,2025-07-09 20:20:16.365919
533,477,126,81.23,2025-06-18 11:25:16.365919
534,471,178,200.6,2025-07-20 12:28:16.365919
535,499,233,178.66,2025-07-11 18:34:16.365919
536,482,80,72.08,2025-08-07 20:58:16.365919
